Название;Жанр;Участники;Синглы;Альбомы;Дата основания;Описание;Координаты.x;Координаты.y;Студия.Название;Студия.Адрес;Лучший альбом.Название;Лучший альбом.Длительность
Kzsotarifvegxwv;POST_PUNK;7;39;2;1984-03-27;Fogemkqdlmodzjxnsrympofdxxsvbhxgehberkoqgohpusnuhh;-142.916315;24;Gjlbpghbszak;Aoabvveetjmneqrir Oamalzjsqdpu;Qbsrbeyiyjkxgpo;47
Jrfrsxncwuiefwj;PROGRESSIVE_ROCK;5;26;12;1964-07-03;Belvcxkdbzvxsihocmaajskgcehxfhtplmsmxmcqxpdvyczqrx;-111.293172;-29;Hwappwjzgjuv;Bysqutlthssogoqcjasxlatexfwror;Vwoyfzsvxawlgzj;155
Iqahqftqaudzdul;PROGRESSIVE_ROCK;8;41;16;2006-10-17;;151.873155;-16;Aohyagfzgfqy;Ietfopmwzatrmkzmixzxzfazebpfdf;Nsoxccyydauwmnj;121
Pecvicrtztgisno;;4;28;1;2003-08-21;;41.781685;13;Wjzkzgzfpbal;Mqbensppfqrqomkjwbvmuqarpvzqbc;Zobwosgreboku P;111
Tfkrkdbvlgkceuc;BRIT_POP;4;9;1;1984-10-27;Liqllhjmssokhxtjpqbprveeaymbdltnlarcyixgxmuzabmoli;27.049702;17;Swwztsjcmmuq;Omucvsawxtttfewlefemcczubhpasm;Cvgmksnmfimjkux;129
Mabothnmfabqte ;PROGRESSIVE_ROCK;;38;3;1974-04-05;Ezmryoiqwnptntdpuiovktnbirgszwnaxnxniyoakblxxlmpka;134.495103;-38;Qcuuuclqfyjj;Btmluwffjrqvzrclwofuiyhdwvtqqf;Raqgrtcslfawcdg;153
R Bardntkklcqqn;PROGRESSIVE_ROCK;2;25;2;1978-07-07;Uempzrnjaaaznimjgcikbk Jxrglejibegligujjuocti Kpwm;89.968877;54;Yoyuypatfdvz;Vvpjhsihpbnbruocwgs Bxnxkhjccf; Xmiuddwonawmxi;179
Opyp Uqgaztqzhj;POST_PUNK;7;37;13;1978-02-15;Muwwwuhafar Nyotlbzeaqmhnppsxzfdqgugwqtoivapnrufez;108.873651;-84; Vkfwmazanol;Wwwjzzblsmf Gwa Wqotagpuhcu Rm;Rtvnloemxnjljaf;109
Fcgsipxkyawkyil;POST_PUNK;2;17;9;2016-06-24;Fsyaoqrxodgbidylkmggcpihkcisujyekvasukflxcdkrrhima;18.347282;-29;Gonafsrcdksy;Ezdflwutneumymmidxkoojrgmxqkln;Srzaypewtemhwjs;157
Tujpdtyhbmhuiqw;PROGRESSIVE_ROCK;6;45;4;1990-12-01;Mcrungqudfoybfnwlgjtpbhowguztlyomgh Ilhtpuwyafhnda;37.869444;-83;Qukehseiodib;Jawbrtsoteqhqmjmpqocbgrnmuu Ne;Jlnxvyvfuknusmn;138
Rnq Cvrwvcbkqlx;POST_PUNK;3;23;14;2020-02-24;Amftofxlxxgqwppzhbonaafpjqivudliozacngipukhxapc Je;18.120153;72;Asrqdtrvffgh;Qnskodokxouvetpjalmpbhxvxtpvco;Ke Nctbcgiwzuuh;136
Zfunijirrcejqee;PROGRESSIVE_ROCK;5;41;14;1964-11-25;Ldzsogibynhyuicmkzvuacsgyfssqttlnbzoqbjirrbyvthrnl;167.985882;80;;;Crupmfnzhdapgqk;39
Gvxnzukmlesiyho;BRIT_POP;7;43;20;1992-07-19;Fhdulqbkcginnbcvscgmzuqaqmqwvhrpdtueycnptmtbbsusbx;-43.494797;10;Thhsqrcywudn;Orfcfqkfvivqtlnwqvriowooakpmto;Idirfyconzoimpf;121
Irmcbmmtlryy Xv;POST_PUNK;;36;6;2001-01-20;;173.530067;-53;Muaok Nj Zqb;Kuyhxguifsnqvbqldcaukqprfwbzqc;Ccoge Stwzznrab;157
Thlaigosnutfhxm;PROGRESSIVE_ROCK;7;19;13;1982-11-24;;-115.171785;-82;Ezgdhprmekfr;Ntmbizihinuhojfxpmwebiusdwxbwd;Nhuqdguucrfiatk;167
Ddzebjbjcxlkxzf;BRIT_POP;5;43;7;2009-08-23;Ajpevldnboocujzypuiumqckuprsqdzqlxnvcclsrdmlpeyaxr;-157.459575;59;Kpcgsbmrabny;Lqyuzdqnfaszwrlefigvrspmfuoefy;;
Yyftolzshjrfzzv;PROGRESSIVE_ROCK;;13;11;1971-06-16;;70.800037;3;Zlxahntucrsm;Auewbrmc Xvongdrrqd Uugzyyjnfn;;
Chwhwxb Sbollsw;POST_PUNK;4;13;13;1966-08-20;Dlssphkaxdgfxlqqftxaprasjrnuswxtoyrpcztaqagftsfok ;-178.028412;-72;Vfgdvetleynk;Ecaglswvph Ngoiulfftdtgwgfvuoj;Bcuqc Vfwppqtmf;117
Swiwrlufcqxtizv;BRIT_POP;2;30;3;1989-04-12;Cquovckxchbeaydtdkmvezyhrimydwrxcqzoapukuqoxrohykf;-16.062385;-39;Hehcgbsi Zma;Fmhlrfvfclwukdcdyjupzasbntwqde;Zrblxqmsurrydoo;152
Hxljbgjemdaqpp ;PROGRESSIVE_ROCK;3;19;11;1985-08-02;;-101.395561;85;Vxhrlmwpgsyy;Lpzxworlxomtjfkgkfvuwlmkiszhzb;Cczzawrstiqlhbi;163
 Uodratganvjcxa;BRIT_POP;3;29;7;2004-11-24;Fetao Elkmgrfbrpaqvevdfzdqvqnqfcbpbfjqgnnweamjyfks;171.244420;44;Pdqpgvuiccli;Idfcnfqbiqrdqstahitcbdnqkrrbne;Xrvwoijupegsmfp;107
Qxinqkczevnsfdl;POST_PUNK;1;3;14;2000-06-15;Giupfkkbbakdrijcat Opgtsiyxbfyzgpldnqeqhgk Zjweaqz;-32.400484;77;Lijlkxltjswg;Xntidmsiaihlrckojxmwbibu Tjwsi;Fpbrzcvlzmeggpm;86
 Ritogiztlozrju;BRIT_POP;7;14;11;2014-12-17;Ugqeulekrlabhfyumomkdioiqtwsyzoyfksszcj Ciigmtgifx;-95.202463;28;;;Ku Kbtbxglqgucf;176
Jasycxuhxfegwrn;;5;41;14;1984-05-06;Dctrtqelorcoqaqoqfjucfrtfkbchewdmyuyqwekuawwnpbsto;-53.370095;85;;;Txgkkrbrmzihgpn;103
Lryymhismmpvetq;POST_PUNK;5;6;15;1972-02-08;Ykgloyrsqy Trqraovuggsedyvvqxcxiblshckcxtasjxhpnsf;51.374836;88;Jljhsdokycwp;Zomvimxisd Ogzryeojndffqoyqwmc;Tyumouhyyabdkav;40
Jdsa Suqnzdvdeu;PROGRESSIVE_ROCK;5;18;6;2014-07-20;Phnrrcqtqmuumkbeeztlbyxraiomdssifpfmhzzgptmzyczsrt;-140.770723;-1;Nxjpexowgrri;Wmnaeqoffnibdeviocaraxepqxstbg;Uefw Ekjalojsct;163
Peltoqjknztuopq;;1;13;1;2007-11-17;Fbebtnfucgwqmjfcsnahqdbqwazadvotshwvuvuwhsrdbbibvn;-148.599258;-69;Eocestn Vqgx;Tkcpckfyobqf Atvrvhielsjbzyayr;Cmwerrmewipxofv;89
Zghsbzdgjkzfyim;BRIT_POP;3;37;10;2002-11-05;Haavzrahneglfjopoufddnlikuorhndhs Xulvcdemxiiwzsgg;-77.773761;18;I Fu Vujysqd;Rqxmyfcocxtesanspvmndfgiycbcxx;Iocxmqsadlixqmz;73
Lxchfhutncgkdiv;PROGRESSIVE_ROCK;3;15;13;1971-08-17;R Zgefjbqzzgceyrhhcnobsoiwiyuaonxpzlca Baywpkwrooc;-13.657266;-75;Qxkuwvrpqfsi;Tsjahslzalykvixtenvvaczvhmiwjk;Nwksshaxckhapmg;177
Rbtpynbsmoeggxc;PROGRESSIVE_ROCK;5;46;12;2023-11-20;Oiwgqpbzgudoadlpreoubpteywhjudjhvqwsfvfnkwnnwdafkl;-136.183725;54;Awmlziydewsf;Wougwlmidnctnbprvrqvzppuxbqfpj;Koy Xkrsgydcnt ;58
Emymzxuwhiayzhv;PROGRESSIVE_ROCK;6;20;9;1993-10-09;Ovhtygzxwmeenvgbdxogqdmydwoeknpvnrojfqehciwsqqawyc;-108.842972;16;Yiazafreaiae;Vgvpaezcgksylnfbiokafvmsloepzv;Cluuefuurftwhra;61
Gpkcroxgxwpnblv;BRIT_POP;7;44;16;1971-12-13;Idxxzttebjvuoftpoulcqqyypgcplpnzghbfjbooycwrxk Muk;34.528565;13;;;Wyabglqnhluowdi;120
Clrueuswkux Jyi;POST_PUNK;4;47;11;1972-03-23;Ylekgwehcydjeqbysqcuuobwdtjuxdeazajnrpvhnrjgsbhnwm;133.973306;86;Gtlsczhxlldq;Vcdsvfzorgndbrikmvauksesornyaw;Mbs Euqqyhxrdys;152
Gxiwnrzwbbibqro;PROGRESSIVE_ROCK;7;48;8;2001-07-01;Ntlecnjwlvzl Ulcgsvnmhyszjmzpacheuvtawihxfbmasdurs;120.589486;-35;A Bborhmfczj;Jkwybxyelbudmkfdlkxodwhixokxru;Quifyczxuozjssk;34
Bhrtpmdzprcvhqr;;5;7;2;1984-04-19;Dbkbdcytyvqccbwmqhexihxhtvfpgjyy Qwnerplcuejmescrc;58.748387;77;Mxdygpzjmdcy;Veszjvbjldcbbxsepvzrudytvvdtji;Bgflqojchkurcmx;47
Ecgsokatchtgdjh;PROGRESSIVE_ROCK;3;21;11;1990-10-18;Amarmouwzohvwnqjziwvqaripsefrtrgzahpawrnchgeigyqev;-135.477299;-71; Amvpztkizec;Axlv Tmostuymnkylmawyhzbxk Ejj;Wqoadzvbbp Hjkd;72
Jhxcswvbvikszfr;;3;47;14;1974-04-18;Ixzjudpebtuqdjrdvlnozhdqonyowbwlesbuytvbogth Npfhu;-153.052171;9;Ubzorbmubicj;Rpneqozydbvigl Hypaghspbxegbhq;Seebpgwiwzmoeht;108
Vscidgdnyxryhnt;BRIT_POP;2;23;3;1975-12-25;Rnxhgoyngpoackb Akgpaneqjetegnxvunwyzgpzeufqsyuzse;-40.522330;-20;Ljrjmskzopai;Hjkxhnpgtiibkxncwzhgnfhvrgoqfo;Buotatqoavncmdm;132
Fcbbsaaxqbhylvr;POST_PUNK;6;38;9;1964-09-21;;119.259642;44;Cvnc Lxqbudp;Glnanglxdjtrioawjvrdygjwtndsar;Wu Onhtmyorjpyd;89
Ekssdudxkzvpppy;POST_PUNK;7;24;13;1978-07-06;Tsyfblkvcoqgetgoouroisawhtdjsqdzcozjjpkbpds Suvswg;-100.651298;57;Uqprlvbc Bbn;Avcetjqvyrijpjtckhyhggeazvhvjh;Wrdoqivdlffzgcy;97
Uacbbpfnctvvthx;BRIT_POP;6;35;2;1987-02-06;Khhyikjocegvtzzhudpsksle Sdchizwstvteovgkosrmtkrfh;92.230860;-10;Wychrxbugnq ;Jkkkhxrvmfplqzgxahzpfoqgvsy Fd;;
Mwhxyfoiicldhme;PROGRESSIVE_ROCK;;15;5;2020-04-02;Pcypgalicvejiceeqgrletugiktrpcgxztkoispdshbzqhwtyx;-145.777491;18;Rogtbeaepjoo;Oneptgheuetqouxlzejbmtquyyjtuz;;
Ewibntycwjcmsqe;PROGRESSIVE_ROCK;;49;5;1994-05-08;Tmsuzsrmtugfocxlrqyrzcouuclztgkwjjyfecawirvkhxucxx;-145.185613;55;;;Orvkgkddbxnhowe;123
Oyfuvpqzpshfwnx;PROGRESSIVE_ROCK;6;5;2;1988-11-04;Rgmjzbkqk Ghsubytnvqwqbontabnnoxssiycrfqefllrmviwi;80.798254;1;Tdghowllzkpe;F Emsn Xuodydzsraipfhzjkomxggg;Kmqqkbawowhfhdb;101
Cglqcehsemamnck;POST_PUNK;3;3;3;1963-07-13;Chngowtgcvpqdeamviurrplkjwbgsfcvxyvooppjhunvnzwdbq;-86.729546;57;Evkfubwyerfv;Zjnwpexwxvabkbltvqpslkyhlamd C;Utauvifcunfcprl;61
Fhbepvcmwkwwgnm;PROGRESSIVE_ROCK;5;8;5;1985-03-10;Jxenhbfnfjaremhjvgxkojulpcmlwswiqpwcoqhcouctzvuytr;-41.762148;-17;Lihcyvscrmvg;Uoaccxzahkgorkjaohc Qzofnzbkze;Mjiqmlxuvnrhulc;112
Cexkdmvnnwchklp;PROGRESSIVE_ROCK;7;11;19;2021-07-14;Aeferghwjpmjyvzqxzjzlcirhctojw Rlmu Nveepjuasrzzkl;143.023183;-33;Vbtphdrrckgu;Fopasznkrkgrbygsyisupflf Spydk;Fkrakxufuyypdzk;91
Bqkudnyrpyfcnyh;BRIT_POP;1;14;3;2007-12-19;Adipituwjvrkolxuhlzmothednvklcudvfgisogdbkwidiwkaa;167.969731;74;Xdpqheobmdzl;Oivajcaapuzjofyxdypahgqlrpywfi;Ivsjkgmkcllxerm;117
Ltdqwwmeheoaboo;BRIT_POP;;2;14;1983-01-16;;-28.877205;49;;;Jebqwtsjrdyqmnj;74
Wpapyqetsckdapq;;6;28;3;2018-11-15;Cqfcunhqldxvpwuwonodqurrhfyqanmbkciqivxukljschrhnu;-53.031314;62;Rnk Juaqnxxp;Tixgnfiyweynqvcbslhezshocrckaf;Wjjbaxwfweiwihw;140
Aqfkvcxzecnyqxn;BRIT_POP;3;24;16;1980-03-25;Axjt  Stmktjwmkvmnjlxevodkhkmvcfgspxkbxbgzipatcxiv;176.643573;-34;Bubnjewlywws;Yqktqgbeclepfxuhlhpjupihanqill;;
Sfqsvipudvmwqbo;PROGRESSIVE_ROCK;4;1;11;1991-06-24;Isenleprauwsuxrhngnmduvqctigciagmiphskevjiebyecgng;-47.353599;-62;Jxlnrvtumfln;Gqxhbdlxeartuyiibltxujldvzu Mr;Tlpkmeohguvsmeb;44
Ttdnndaejxvchhg;PROGRESSIVE_ROCK;;5;19;1982-04-12;Psedlfdnyxvixuckvqokrstrdwhlykbwtpugcakdmofe Jdquy;-49.181350;38;Btmxqut Fegb;Tgadbpja Azuzkukzxxqacbnvxykuk;Uprezlpafhazwhq;50
Okihakuoselreuw;PROGRESSIVE_ROCK;7;26;13;2003-12-25;Ognkorayeryfymcyousavyekfmmtoqzyflefnfgpsfnhfyoaeu;-12.209951;-20;Zuohzlycvdkb;Kwgknzxuabxdrgfxbljfqwjlzapojs;Bjvmafaygs Tnkl;59
Lukknvfkcjrmjue;POST_PUNK;;38;6;1999-09-24;Ce Qjmhurcsashtgglkwuhvavmwionltbkzxqnhstimlvvtxeh;-51.915691;37;Qhqxxcottoxo;Tqdgykflxsvxlkxeajtcshxglulxsf;Cocireplsbhdidp;156
Eevmggypzjnadzp;POST_PUNK;5;7;9;1988-02-15;Yuiicqxuhjkxobsjoiibjzcnjyymyigfyw Pyrxcd Zxttlgfj;-17.336328;-73;Eiremvqrusik;Gqirzmwwwjiajqmabpprprqoptrwwf;Wtiehreockeuxin;154
Snnnutfubmm Uje;BRIT_POP;;27;11;1993-08-09;Hybbrxckkenzpxoeebcudyln Dvavowdvxgusodjxcfrnjngcc;65.086190;1;Ybofkyzukmln;Lalldmgxauenwsie Fbbfdwzgtztwt;;
Tltilzqdkzaxqsf;POST_PUNK;1;34;20;2010-11-05;Vmaglxzvusrbspwrlmjtconadukdwivcreuxzcrbdwrdalncbz;-4.366598;-84;Rhgeuosqjqts;Retsygnasylorjmbymjpheomzozgtr;Nqyjykncgfknvbz;156
R Qibmxtfynxjlx;PROGRESSIVE_ROCK;7;48;16;1964-07-10;Owjvfuqif Ttlwnfagbke Efempuenfqnqqviynacuptycdkgh;21.344311;-20;Ohhkvjraafrh;Gnzobqcugjfeagziurymctpgwcmjvh;Jzjhw Lcomohtnw;79
Zwcbguy Jqlzhyk;PROGRESSIVE_ROCK;7;31;13;2023-12-27;Evbmaqijacmjufgtrtmwlint Yfcjyjigcfxwvrquityedokwa;9.029463;-78;Yuxiggauxozz;Xwpirubnbalswnqaympn Jedzcmfex;Taquorfzcqbprul;106
Dtcaxsmtbiw Cll;PROGRESSIVE_ROCK;5;42;11;2004-05-07;Jgfbvsjswlivduxvxvyqdqd  Htjhfktadjmnxhacagncwr Uh;-109.853562;-48;Vldvbyqlkfjg;Yvneggkgllup Wvwbkykoifxyfftul;Iyhhdqpsctxcuxn;162
Zskwrowhqxzlrst;POST_PUNK;3;20;9;1993-09-15;Qzytuupklibknnfgvsldiljlfilxawrlqauopqgzrnueejsjuz;151.653527;-4;Wilvlrlrvxbz;Busmoejgdldaran Erxjoglnc Kxyg;Rhjkzzqwufcqrhl;170
Ismhvvymqkxqtbt;;7;44;12;2001-04-25;Myjbhtuppqbmgrtvjmzgjescrbnedlwemuhimutkrdcjmgqfna;-172.731233;55;Cnebaglzwywu;Fjunoswlumadnwlxgtpvxppxyzibtr;Aedwlyznomkfgxz;125
Ndxjjhcctqfitxl;PROGRESSIVE_ROCK;5;37;14;1983-06-23;Ilhvnupeqaclyeziddsjcdqkcxzidyesrlwjivxuuzpbibyqfr;-79.035239;-85;T Pzgxpqdcwb;Nuekqijouizdhtnsvjsxvxbzuaprfn;Uusdzwbqybfymdc;53
Vopnawceeaoj Wn;BRIT_POP;3;33;13;2002-07-08;Fyllkqudvmikgkycwzhyebguznzgqsxbggdpnhccbtvrawhzjp;-49.722802;63;Gfembadzfgco;Cave Jdbacaljecbatjrkynnwaswkf;Ldsxiiowbyfkedv;113
Sjdrooeiflysjrj;BRIT_POP;;15;3;1996-04-01;Bqhauqzvdhpflifrkvijaydnfcimcautubsgqjrfs Cvsmlns ;82.637382;-67;Dvkfjgkjvdmy;Xsdvxqucywthidixrczbsvdytgzwik;Zleg Gznqggzfrb;114
Ztfctlkjdymrpwx;PROGRESSIVE_ROCK;6;33;1;1967-10-13;Zdvsxjugbqazw Exaimoijpqopueududrhgjhzyetucjriqteh;-70.753071;-43;Ciwpuskwbtmk;Rimodwjqnsmwfaip Jqcvezjyfzijw;Vtlytwdzzpsfhyi;91
Vzffmjhmrilxtrf;POST_PUNK;1;2;17;1999-04-28;Wdzjhxgzfecrmcuhqulxdtxwadseafagotbnxfaptjejacibvg;52.659026;65;Zvtnpxibvitq;Mkeyiozrivbmqjqqwjhrqfpavvhne ;Nhohg Jumhpupgw;31
Jauyvkatrskqnbs;;3;6;7;1976-12-19;Eanogmtegzzd Otyvjemcxpeskfthvwknebcbprpyropvbxsjm;133.823176;8;Cbylaqml Ajb;Wwllnmlpbfkgisueacpieibpjiagvd;Dkgpbwhzheznjlr;109
Srsiicrhasioj R;;4;7;19;2008-08-17;Jdvttpqeoorbrwwtvdhrrthymmz Kxzcyic Jkgp Zohajbclz;-172.463585;-73;Yduznphxzvdl;Rmstxvajzwfwfetdhsuunvceisnbph;Mffeqsowgjgbeil;56
Qvdjsdjtlhb Czk;;3;48;17;1961-09-14; Ixjwfbhsrxsdctsoquqajzmdsqdsikkspaxiernrdcd Xillx;-81.484122;-29;Noawnuhqpuwx;Dcfrilouwuozhtyraybbrynffjafgu;Gpozuvnmdjvpubu;104
Iiggbrwhgsyhkxw;BRIT_POP;1;12;12;1992-12-18;;-136.079608;-12;Gxaebhjgadea;Yobtv Ysuzdptmmrxksjbmpjdurtur;Iidjtkem Stcqoz;104
Vrbpcgazcfzhkqh;BRIT_POP;5;19;16;1962-01-09;;-120.210764;-6;Bsunzdgvxosu;Upwreaniokqhmdpvjvwkmjunocuzta;Xgyhumivrlzcehx;55
Psejkzillbtvmkb;;6;17;14;1981-07-22;;8.188919;-13;Dnqybbtpqhbv;Rbjfiowwakiicesnxwsunjjrszekja;Vutgyphqiohmjnn;134
Ubrnhyewm Hssnm;POST_PUNK;1;38;4;2003-07-07;Bdygrgmrcntraospwuzyzgsrkp Xjyaqvtcuoluiqpohlyxelf;-150.097223;58;;;Krnpbalzbxewufu;128
Aristtfcldzhanj;POST_PUNK;3;50;10;2012-12-27;Huvzdovzdprjraqvdwbmrqmymewputndsic Yhznlbmmifhacf;68.128614;66;Jkqpqsltdmzy;Vkwyrsptogmrlyerkaho Yuazvtoso;Jufabhidap Sjxl;145
Pfiojmoardhmrqq;PROGRESSIVE_ROCK;2;20;11;1965-04-25; Juqyzdfkugdwedmaqhmnmmcselxgcepnofllyzcokrgttutvd;-145.248004;61;Hhxoaoguarqr;Ekmpiwvdcfqxrbtvclxixvrzpdxwyd;Ckkjnyvemceuvoh;104
Jeqxijtwhfqnzft;PROGRESSIVE_ROCK;7;28;6;2018-06-04;I Yhslyxlrosnoygcfrelplznleowvpayaczhnpthdipzzcpuz;-63.026912;-71;Sdhwyjcaflfu;Tokuvrzifipdjkxdzxvkdqwgrumjjp;Bflbtnwxlffguqz;74
Mvmtfohfgruduhv;;7;47;12;1984-09-02;Tyzjthhgagerlfciygeacghtqdxyqjdshmygnutzehwrz Zofv;-73.799534;-42;Gbrkucabtdcj;Cfgapwlhikjbwnnpgcftgaztaukapz;Jttniauhugpxvhq;168
Hljamdipuvnps Y;POST_PUNK;5;34;8;1967-09-11;Pzgycekagzftbqc Otyahxknggfqnrkzlxedoxqordkcunvqls;-79.889689;22;Phvak Hjsq S;Cv Mliifodwwsybslqvmjpecbvhaqi;Wehmldenv Kbxat;64
Invdcpqmmjaomvg;PROGRESSIVE_ROCK;4;34;8;1976-05-10;Wpezuoumvctrqnunufzxkpoaxdbeyunlceyepwcvmgmhuvwrwi;-94.709259;78;Oedffqoqctha;Jykjgczjgrueoupxwysinfhbjwiapl;Srosxix Wkpruxc;142
Fwqzxyfzdannopl;PROGRESSIVE_ROCK;6;14;2;2006-02-19;Umuvqnniouyhmjzickifxiivdruibhmkbdfxhzyoag Hehtgu ;97.103697;44;Jzzxargiqufk;Glthrnjadxmlvxxawvrov Eobocgyq;Jmowedafzvsvvau;79
Nq Cenensefjxxe;POST_PUNK;3;24;9;1981-07-24;Xbgfiomdgehordsjsfh Ooqmumcpwbywgvymkjnyzsuobsatur;-177.401563;64;Ykjwzpzagovd;Tornavuxvprdeaorkxibnvnwbanol ;Pwpnlahqrseofmj;52
Nuvejneggojztjh;;3;48;14;2020-09-18;;162.618291;15;Lriffalbqlsz;Wrqlkqmqfwxejjwcmvvxiypvuizeft;;
Zugbfgnupkwdndq;PROGRESSIVE_ROCK;2;33;4;1986-05-15;Vwhgtxrdjeubojbibolcdxdzrwevngrlvmpooxxurgrecggurm;-30.027364;-65;Klragd Bpane;Wcffkylnjmgfmhvjlyprlebhfrdvmq;Hefiiiprjiidpyo;121
Vexmoygqyhgzpni;BRIT_POP;1;5;9;2004-09-18;Phdxtvpbwwosmcnqfmycsxlayqrqq I Fikpujeuqpzctmfdae;44.954384;22;Boszcqavmrch;Zbuzjjjzlvayozlbjwliepnjqnqvmt;;
Tswtgssdadevuje;POST_PUNK;2;47;20;1971-03-16;Ubfoxqijcoytvnuycvcfldjnhspshhstljcioojgnxzuzgzgnh;91.787495;-15;Nfqxcszgfjif;Dqagpzvqtdsgoivcericgaoloavhld;Oyuvugixksqlurj;115
Glmdrbttuv Sduw;PROGRESSIVE_ROCK;2;26;4;1978-07-12;Xuvwmnueaqzenveutojcmbmgeeajvrumbhbvumbeyvbubqfqkx;29.425915;74; Ewofgwtnglt;Rqtudvfbexologc Xjtmulyszethrd;Bejzkzafvo Gqzp;116
Pawegjhbgukzxpu;POST_PUNK;1;50;7;1966-06-16;Rn Gozuuj Fyavkinocslrwydecpjxynxovvhyqljyrztfepkq;-74.336359;44;Gdcqhdpovkhn;Ucubsxvvubscoybgrpnenojyfffxlb;Jcmuoadmjpbkzuu;87
Wymtjoagtvgovnf;PROGRESSIVE_ROCK;1;42;6;2005-10-08;Bxngnqkwxqxwscybkoctfjekdwpdrhnieaikapbzouhrbxjxzx;-7.718802;36;Esex Xcarinu;Dzslwkptdhrtaprhybtsbxnukrvmel;Dqilevxdwdghnwp;160
Qlzheqllungakai;BRIT_POP;;47;20;1989-01-07;Rybibdgngfeadhenjafrpgozuuptywxuiyiauhqxdkhycwbdkc;45.786050;44;Ubswimunhhlo;Clwrbjlobxgfyxwaxjagasaoacydzk;;
Ltutoycqmgycqci;POST_PUNK;1;9;1;2000-07-15;Kzvyfpekpmwjouypmjdfsbimtsgmkhuylncfloctokpymhrwre;121.973499;71;Sywunclzgubd;Xdrqavbxwimisimboree Ypadbrdqn;Hbtpymqmpqluaay;61
Ckhkrhcpadnpvod;POST_PUNK;4;44;6;1984-02-02;;-154.171585;89;Hifrmlikpbso;Dnkjoitxhukicwjahctwipzcernzhw;Jvakplvhlhkcwas;171
Yklvgefvraoypdd;POST_PUNK;7;50;9;2016-06-07;Sazuaknwyrfygdqlhtfxczoaczjshzpoaalrmrkqqbtpmqsfzh;-88.342410;-50;Sjldcs Dzpfy;Nornicxvwjwuhdgxrqkdkkhqpwonqg;Aubvkwrkdlgqill;84
Lnsudlxuzrvilcf;BRIT_POP;7;32;20;1999-09-17;Ggmetsydqlimsakhobhxntfxnqmsrtoupbgrbwy Yjcyrdftsh;51.754247;16;Oprbvohbacgb;Gwaslseaeucylczyrwdelkaxqgpmmj;Nfdnafws Oanwyg;133
Iovgksmctawiyxe;POST_PUNK;5;42;10;1964-04-27;Hyefpidorkprinozkffhxrwgosklefggtelhjmjclkeadggipf;-119.949459;-52;Euuzsduwyrvp;Ahjtsjushvv Iedcwbwslzxuhnqyhs;Hiwhhoywjprcqab;31
Frjoodfyoglmjmy;POST_PUNK;5;21;3;2003-11-16;;-69.555826;-61;Ncutntcvhvny;Rdtupozqyqdngrf Uqvbqbdavurmuf;Zxaekzrcrvxbsaj;44
Otdktyvmtoimgqc;;6;45;11;2000-08-28;Fymlxuotpuyrwdwtmkaaevyldhjdsapeppbby Ifnnouzcraqp;-83.086170;-78;Jmlbrhkfpgap;Cvtwooalaxugrzyinsu Bvdggfqzgr;;
Chdsqyuvfewupgu;BRIT_POP;5;11;11;1995-11-09;Linnvknvarakgigepolpysytxnywckfauqiuxbhztytbnepowo;86.849750;-73;Q Ohchdesouw;Dgxsd Sezjvsrzbgbntavckshazkru;Vhapiumxplrk Yj;158
Wvfayomwtjcikjg;PROGRESSIVE_ROCK;4;9;2;2013-02-21;Pubvwxjqoczadmvwh Lpspgwasxbfdgvbkfvoyaksvvmqrakjj;91.257100;85;Wekmqwrrchhf;Wo Gbiawalsoauxxyjpsckmci Sefz;Ebleenvygbzqfte;78
P Msfgjk Cnzpgu;;7;1;18;1976-03-09;Tuetpmynhmsnxko Dlmohbjnjzijiipxsauvtdwfownmjfhaxi;167.277496;-40;Knsjhvevsnq ;Tcvcqbnfcklqftfvdogzsrjecxybji;Nzqngqlbnrackhl;102
Widhnbddzrcubqp;BRIT_POP;1;8;2;1974-08-22;Jaunsauvhprtqpcbpmonyxlzdiyzyetpsxorkqbajbbiqvwrfg;-136.901200;-82;Qawcybwcixxy;Qgiaeewdxaultve Hcczoxacaxpdec;Ruqagxdhxyfrkmp;77
Fqfglibrxanjiok;;6;43;5;1982-06-20;Dxhywnrudxyixnqhjubllvnouuuvdijtwldhccccuyxjzzfnxs;75.429139;-71;Ivmlhuxupnkg;Ytajcjamdeqfxonioqyhhbsjpejzdh;;
Jyojvlojvmbsfwb;PROGRESSIVE_ROCK;5;26;14;1978-06-24;Hoyizvjpvfppfocoqzgvyxitucxnyznnufkfgkghmehvcckcfq;-76.768455;3;Vzgxvhfwwdoe;Nwcspqyd Eqrtmcildycrpazfowtht;Tpqggzlhxxiejpp;46
Zkt Crkklffaljn;PROGRESSIVE_ROCK;1;9;7;1989-10-07;Dhrv Oaudzuwljpofqnhgplhrtejzcnfunnkszywbepzcveoej;-10.363211;-79; Eorxmjxagys;Mqdijkhrytfhdknkhgvovauolwjdnw;Yiplsxsjzvsvdre;63
Nvdffuwfkarcthq;BRIT_POP;;47;19;2001-10-08;;40.173674;-67;Ijgdiwonnjlk;Ujkpgdqvomfzyndns Vimyqgzbdzfp;Kpagcuowzgrnvoj;60
Yudrwyfqkedfwbd;POST_PUNK;8;34;13;1993-05-06;;178.282700;-46;Dffdavlpcmgc;Xksavcvqagmccjsqfidwhrnvkwapqu;Ffyglbpxvvdrezh;161
